N_OBS,dim,seed,eps,alg,dt,sampling_steps,sw,sw_norm
16,10,0,0.0,Langevin,13.024838924407959,400,0.021947816014289856,0.003446942940354348
16,10,0,0.0,Langevin,32.61518478393555,1000,0.019353289157152176,0.0008524160832166679
16,10,0,0.0,GAUSS,0.909172773361206,50,0.643885612487793,0.6253847394138574
16,10,0,0.0,GAUSS,1.7929480075836182,150,0.5741031169891357,0.5556022439152002
16,10,0,0.0,GAUSS,3.634483814239502,400,0.4945760667324066,0.4760751936584711
16,10,0,0.0,GAUSS,8.184087038040161,1000,0.4023095369338989,0.38380866385996343
16,10,0,0.0,JAC,0.8547470569610596,50,0.10788740962743759,0.08938653655350208
16,10,0,0.0,JAC,2.5825674533843994,150,0.09244122356176376,0.07394035048782825
16,10,0,0.0,JAC,6.907120704650879,400,0.037462975829839706,0.0189621027559042
16,10,0,0.0,JAC,17.18141746520996,1000,0.02640458196401596,0.007903708890080453
16,10,0,0.0,Langevin,1.6615772247314453,50,0.02986537106335163,0.008393114432692528
16,10,0,0.0,Langevin,6.413250923156738,150,0.021388528868556023,-8.372776210308075e-05
16,10,0,0.0,Langevin,13.024838924407959,400,0.020690545439720154,-0.0007817111909389496
16,10,0,0.0,Langevin,32.61518478393555,1000,0.018738403916358948,-0.0027338527143001556
16,10,0,0.0,GAUSS,0.909172773361206,50,0.5948029160499573,0.5733306594192982
16,10,0,0.0,GAUSS,1.7929480075836182,150,0.5693004131317139,0.5478281565010548
16,10,0,0.0,GAUSS,3.634483814239502,400,0.5133872628211975,0.4919150061905384
16,10,0,0.0,GAUSS,8.184087038040161,1000,0.40202972292900085,0.38055746629834175
16,10,0,0.0,JAC,0.8547470569610596,50,0.10573816299438477,0.08426590636372566
16,10,0,0.0,JAC,2.5825674533843994,150,0.08886397629976273,0.06739171966910362
16,10,0,0.0,JAC,6.907120704650879,400,0.03528698533773422,0.013814728707075119
16,10,0,0.0,JAC,17.18141746520996,1000,0.027393177151679993,0.005920920521020889
16,10,0,0.0,Langevin,1.6615772247314453,50,0.02971315197646618,0.010371738672256471
16,10,0,0.0,Langevin,6.413250923156738,150,0.01981518045067787,0.0004737671464681639
16,10,0,0.0,Langevin,13.024838924407959,400,0.020217619836330414,0.000876206532120706
16,10,0,0.0,Langevin,32.61518478393555,1000,0.019808514043688774,0.00046710073947906633
16,10,0,0.0,GAUSS,0.909172773361206,50,0.5784245729446411,0.5590831596404314
16,10,0,0.0,GAUSS,1.7929480075836182,150,0.5704728364944458,0.5511314231902361
16,10,0,0.0,GAUSS,3.634483814239502,400,0.5116915702819824,0.49235015697777273
16,10,0,0.0,GAUSS,8.184087038040161,1000,0.41335585713386536,0.39401444382965567
16,10,0,0.0,JAC,0.8547470569610596,50,0.10369955748319626,0.08435814417898654
16,10,0,0.0,JAC,2.5825674533843994,150,0.08890663832426071,0.069565225020051
16,10,0,0.0,JAC,6.907120704650879,400,0.03619380295276642,0.01685238964855671
16,10,0,0.0,JAC,17.18141746520996,1000,0.027650179341435432,0.008308766037225725
16,10,0,0.0,Langevin,1.6615772247314453,50,0.028206491842865944,0.00887017175555229
16,10,0,0.0,Langevin,6.413250923156738,150,0.019107865169644356,-0.00022845491766929765
16,10,0,0.0,Langevin,13.024838924407959,400,0.0198915246874094,0.0005552046000957475
16,10,0,0.0,Langevin,32.61518478393555,1000,0.019961776211857796,0.0006254561245441423
16,10,0,0.0,GAUSS,0.909172773361206,50,0.5978201627731323,0.5784838426858186
16,10,0,0.0,GAUSS,1.7929480075836182,150,0.5433036088943481,0.5239672888070345
16,10,0,0.0,GAUSS,3.634483814239502,400,0.5280753374099731,0.5087390173226595
16,10,0,0.0,GAUSS,8.184087038040161,1000,0.41064879298210144,0.39131247289478777
16,10,0,0.0,JAC,0.8547470569610596,50,0.10354232043027878,0.08420600034296513
16,10,0,0.0,JAC,2.5825674533843994,150,0.09184085577726364,0.07250453568995
16,10,0,0.0,JAC,6.907120704650879,400,0.035959601402282715,0.01662328131496906
16,10,0,0.0,JAC,17.18141746520996,1000,0.027518920600414276,0.008182600513100623
32,10,0,0.0,Langevin,1.7229437828063965,50,0.0199850145727396,0.00644527394324541
32,10,0,0.0,Langevin,4.819087982177734,150,0.016279421746730804,0.0027396811172366135
32,10,0,0.0,Langevin,12.440178871154785,400,0.014101213775575161,0.0005614731460809701
32,10,0,0.0,Langevin,34.293473958969116,1000,0.01581639051437378,0.0022766498848795884
32,10,0,0.0,GAUSS,0.9919009208679199,50,0.4372817575931549,0.4237420169636607
32,10,0,0.0,GAUSS,1.799666404724121,150,0.3912274241447449,0.37768768351525067
32,10,0,0.0,GAUSS,3.4555633068084717,400,0.40488412976264954,0.39134438913315533
32,10,0,0.0,GAUSS,8.623700141906738,1000,0.35883644223213196,0.34529670160263776
32,10,0,0.0,JAC,0.9186561107635498,50,0.04158148914575577,0.028041748516261577
32,10,0,0.0,JAC,2.632159471511841,150,0.03888615220785141,0.02534641157835722
32,10,0,0.0,JAC,5.534628868103027,400,0.018672645092010498,0.005132904462516307
32,10,0,0.0,JAC,17.533485889434814,1000,0.017238041386008263,0.0036983007565140717
32,10,0,0.0,Langevin,1.7229437828063965,50,0.020366454496979713,0.007095360942184926
32,10,0,0.0,Langevin,4.819087982177734,150,0.016170784831047058,0.0028996912762522704
32,10,0,0.0,Langevin,12.440178871154785,400,0.015113405883312225,0.0018423123285174377
32,10,0,0.0,Langevin,34.293473958969116,1000,0.01594262756407261,0.0026715340092778213
32,10,0,0.0,GAUSS,0.9919009208679199,50,0.41917553544044495,0.40590444188565017
32,10,0,0.0,GAUSS,1.799666404724121,150,0.405455619096756,0.3921845255419612
32,10,0,0.0,GAUSS,3.4555633068084717,400,0.399712473154068,0.3864413795992732
32,10,0,0.0,GAUSS,8.623700141906738,1000,0.36625367403030396,0.3529825804755092
32,10,0,0.0,JAC,0.9186561107635498,50,0.04424923285841942,0.03097813930362463
32,10,0,0.0,JAC,2.632159471511841,150,0.038509417325258255,0.025238323770463467
32,10,0,0.0,JAC,5.534628868103027,400,0.01880762353539467,0.005536529980599881
32,10,0,0.0,JAC,17.533485889434814,1000,0.01731892302632332,0.004047829471528531
32,10,0,0.0,Langevin,1.7229437828063965,50,0.02037782594561577,0.006483122333884239
32,10,0,0.0,Langevin,4.819087982177734,150,0.01604423299431801,0.002149529382586479
32,10,0,0.0,Langevin,12.440178871154785,400,0.014347802847623825,0.0004530992358922955
32,10,0,0.0,Langevin,34.293473958969116,1000,0.01573791354894638,0.001843209937214851
32,10,0,0.0,GAUSS,0.9919009208679199,50,0.43269628286361694,0.41880157925188544
32,10,0,0.0,GAUSS,1.799666404724121,150,0.3931889832019806,0.3792942795902491
32,10,0,0.0,GAUSS,3.4555633068084717,400,0.4016416668891907,0.38774696327745917
32,10,0,0.0,GAUSS,8.623700141906738,1000,0.35725137591362,0.3433566723018885
32,10,0,0.0,JAC,0.9186561107635498,50,0.04242146015167236,0.028526756539940835
32,10,0,0.0,JAC,2.632159471511841,150,0.039550554007291794,0.025655850395560266
32,10,0,0.0,JAC,5.534628868103027,400,0.019132286310195923,0.005237582698464393
32,10,0,0.0,JAC,17.533485889434814,1000,0.017840750515460968,0.0039460469037294384
32,10,0,0.0,Langevin,1.7229437828063965,50,0.020858921110630035,0.008869855105876923
32,10,0,0.0,Langevin,4.819087982177734,150,0.016006669029593468,0.004017603024840355
32,10,0,0.0,Langevin,12.440178871154785,400,0.014565625227987766,0.002576559223234654
32,10,0,0.0,Langevin,34.293473958969116,1000,0.015279415063560009,0.0032903490588068966
32,10,0,0.0,GAUSS,0.9919009208679199,50,0.43407148122787476,0.4220824152231216
32,10,0,0.0,GAUSS,1.799666404724121,150,0.4082637429237366,0.39627467691898344
32,10,0,0.0,GAUSS,3.4555633068084717,400,0.3873313069343567,0.37534224092960355
32,10,0,0.0,GAUSS,8.623700141906738,1000,0.3730033338069916,0.36101426780223844
32,10,0,0.0,JAC,0.9186561107635498,50,0.043810296803712845,0.03182123079895973
32,10,0,0.0,JAC,2.632159471511841,150,0.03982536122202873,0.027836295217275618
32,10,0,0.0,JAC,5.534628868103027,400,0.017934683710336685,0.005945617705583573
32,10,0,0.0,JAC,17.533485889434814,1000,0.017160547897219658,0.0051714818924665455
64,10,0,0.0,Langevin,1.6983704566955566,50,0.09304816275835037,0.022493593394756317
64,10,0,0.0,Langevin,5.094386339187622,150,0.09706059098243713,0.02650602161884308
64,10,0,0.0,Langevin,13.59221076965332,400,0.09713883697986603,0.026584267616271973
64,10,0,0.0,Langevin,39.181835651397705,1000,0.09921810775995255,0.02866353839635849
64,10,0,0.0,GAUSS,0.9660499095916748,50,0.2827053964138031,0.21215082705020905
64,10,0,0.0,GAUSS,1.7621707916259766,150,0.23943401873111725,0.1688794493675232
64,10,0,0.0,GAUSS,3.772381544113159,400,0.18376170098781586,0.1132071316242218
64,10,0,0.0,GAUSS,8.582723617553711,1000,0.16540534794330597,0.09485077857971191
64,10,0,0.0,JAC,1.0046226978302002,50,0.10794351994991302,0.03738895058631897
64,10,0,0.0,JAC,3.010310649871826,150,0.1022951528429985,0.03174058347940445
64,10,0,0.0,JAC,8.028440713882446,400,0.0999860018491745,0.029431432485580444
64,10,0,0.0,JAC,21.436882734298706,1000,0.09842757880687714,0.02787300944328308
64,10,0,0.0,Langevin,1.6983704566955566,50,0.09390421211719513,0.012706112861633298
64,10,0,0.0,Langevin,5.094386339187622,150,0.09874342381954193,0.0175453245639801
64,10,0,0.0,Langevin,13.59221076965332,400,0.09757709503173828,0.01637899577617645
64,10,0,0.0,Langevin,39.181835651397705,1000,0.09934795647859573,0.018149857223033902
64,10,0,0.0,GAUSS,0.9660499095916748,50,0.287082701921463,0.2058846026659012
64,10,0,0.0,GAUSS,1.7621707916259766,150,0.23532387614250183,0.15412577688694
64,10,0,0.0,GAUSS,3.772381544113159,400,0.18106886744499207,0.09987076818943023
64,10,0,0.0,GAUSS,8.582723617553711,1000,0.15544730424880981,0.07424920499324798
64,10,0,0.0,JAC,1.0046226978302002,50,0.10671842843294144,0.025520329177379605
64,10,0,0.0,JAC,3.010310649871826,150,0.10078459978103638,0.019586500525474546
64,10,0,0.0,JAC,8.028440713882446,400,0.09945976734161377,0.018261668086051938
64,10,0,0.0,JAC,21.436882734298706,1000,0.09828155487775803,0.017083455622196195
64,10,0,0.0,Langevin,1.6983704566955566,50,0.09496573358774185,0.020208243280649185
64,10,0,0.0,Langevin,5.094386339187622,150,0.09582895040512085,0.021071460098028183
64,10,0,0.0,Langevin,13.59221076965332,400,0.09603900462388992,0.021281514316797256
64,10,0,0.0,Langevin,39.181835651397705,1000,0.09922835230827332,0.02447086200118065
64,10,0,0.0,GAUSS,0.9660499095916748,50,0.2948986887931824,0.2201411984860897
64,10,0,0.0,GAUSS,1.7621707916259766,150,0.23283973336219788,0.1580822430551052
64,10,0,0.0,GAUSS,3.772381544113159,400,0.1881517469882965,0.11339425668120384
64,10,0,0.0,GAUSS,8.582723617553711,1000,0.16385968029499054,0.08910218998789787
64,10,0,0.0,JAC,1.0046226978302002,50,0.10413911193609238,0.02938162162899971
64,10,0,0.0,JAC,3.010310649871826,150,0.10134220868349075,0.026584718376398087
64,10,0,0.0,JAC,8.028440713882446,400,0.09911835938692093,0.024360869079828262
64,10,0,0.0,JAC,21.436882734298706,1000,0.0994836613535881,0.024726171046495438
64,10,0,0.0,Langevin,1.6983704566955566,50,0.09378797560930252,0.01746986955404281
64,10,0,0.0,Langevin,5.094386339187622,150,0.09794988483190536,0.021631778776645655
64,10,0,0.0,Langevin,13.59221076965332,400,0.09663421660661697,0.020316110551357264
64,10,0,0.0,Langevin,39.181835651397705,1000,0.09903010725975037,0.022712001204490656
64,10,0,0.0,GAUSS,0.9660499095916748,50,0.29312270879745483,0.21680460274219512
64,10,0,0.0,GAUSS,1.7621707916259766,150,0.22952505946159363,0.15320695340633392
64,10,0,0.0,GAUSS,3.772381544113159,400,0.18808963894844055,0.11177153289318084
64,10,0,0.0,GAUSS,8.582723617553711,1000,0.16602207720279694,0.08970397114753723
64,10,0,0.0,JAC,1.0046226978302002,50,0.10563058406114578,0.029312478005886072
64,10,0,0.0,JAC,3.010310649871826,150,0.09811462461948395,0.021796518564224238
64,10,0,0.0,JAC,8.028440713882446,400,0.09875065833330154,0.022432552278041834
64,10,0,0.0,JAC,21.436882734298706,1000,0.09879116714000702,0.02247306108474731
90,10,0,0.0,Langevin,2.1758480072021484,50,0.07429596036672592,-0.0022651240229606684
90,10,0,0.0,Langevin,6.544057369232178,150,0.07335823774337769,-0.0032028466463089045
90,10,0,0.0,Langevin,17.40039849281311,400,0.07370435446500778,-0.002856729924678808
90,10,0,0.0,Langevin,43.58652424812317,1000,0.0747251957654953,-0.0018358886241912897
90,10,0,0.0,GAUSS,1.224675178527832,50,0.2964435815811157,0.21988249719142913
90,10,0,0.0,GAUSS,2.227823257446289,150,0.24369800090789795,0.16713691651821136
90,10,0,0.0,GAUSS,4.6898133754730225,400,0.16445590555667877,0.08789482116699218
90,10,0,0.0,GAUSS,10.528287172317505,1000,0.1305849701166153,0.054023885726928705
90,10,0,0.0,JAC,1.3562190532684326,50,0.08202387392520905,0.005462789535522455
90,10,0,0.0,JAC,4.043735027313232,150,0.0754457637667656,-0.0011153206229209955
90,10,0,0.0,JAC,10.772102355957031,400,0.0733102336525917,-0.0032508507370948847
90,10,0,0.0,JAC,26.825143814086914,1000,0.0769289880990982,0.00036790370941161554
90,10,0,0.0,Langevin,2.1758480072021484,50,0.07627253979444504,0.01044114083051681
90,10,0,0.0,Langevin,6.544057369232178,150,0.07381980121135712,0.007988402247428888
90,10,0,0.0,Langevin,17.40039849281311,400,0.07530052959918976,0.00946913063526153
90,10,0,0.0,Langevin,43.58652424812317,1000,0.07491692155599594,0.009085522592067713
90,10,0,0.0,GAUSS,1.224675178527832,50,0.3030993938446045,0.23726799488067626
90,10,0,0.0,GAUSS,2.227823257446289,150,0.24799127876758575,0.18215987980365753
90,10,0,0.0,GAUSS,4.6898133754730225,400,0.16185157001018524,0.09602017104625701
90,10,0,0.0,GAUSS,10.528287172317505,1000,0.13822516798973083,0.0723937690258026
90,10,0,0.0,JAC,1.3562190532684326,50,0.07911889255046844,0.013287493586540217
90,10,0,0.0,JAC,4.043735027313232,150,0.07521207630634308,0.00938067734241485
90,10,0,0.0,JAC,10.772102355957031,400,0.07358858734369278,0.007757188379764551
90,10,0,0.0,JAC,26.825143814086914,1000,0.07572393119335175,0.009892532229423517
90,10,0,0.0,Langevin,2.1758480072021484,50,0.07643609493970871,-0.0011214613914489746
90,10,0,0.0,Langevin,6.544057369232178,150,0.0725560188293457,-0.005001537501811981
90,10,0,0.0,Langevin,17.40039849281311,400,0.07400702685117722,-0.0035505294799804688
90,10,0,0.0,Langevin,43.58652424812317,1000,0.07735738158226013,-0.0002001747488975525
90,10,0,0.0,GAUSS,1.224675178527832,50,0.29203465580940247,0.21447709947824478
